BS,IS,FS,HPC,Initial RL,Adj,Adj RL,Remarks
,,,,
Checks,ΣBS - ΣFS should be equal to Initial IRL - Final IRL,,
,,,,
,,,,,,,
,ΣBS,,,,,Initial IRL,,
,ΣFS,,,,,Final IRL,,
,,,,,,,
